omega,S_PM
0.2,9.074747662991299e-74
0.2070175438596491,5.382775840097927e-64
0.2140350877192982,9.34022940492216e-56
0.2210526315789474,9.006669859318772e-49
0.2280701754385965,8.035640549087473e-43
0.2350877192982456,9.974842086477295e-38
0.2421052631578947,2.393281332007685e-33
0.2491228070175439,1.449027396796474e-29
0.256140350877193,2.751937784462466e-26
0.2631578947368421,1.95983591560493e-23
0.2701754385964912,6.064569631120355e-21
0.2771929824561403,9.213873963292024e-19
0.2842105263157895,7.609730410287927e-17
0.2912280701754386,3.720545261317208e-15
0.2982456140350877,1.156884643683321e-13
0.3052631578947368,2.430591227161323e-12
0.3122807017543859,3.63214051571701e-11
0.3192982456140351,4.032845168548436e-10
0.3263157894736842,3.453505196371174e-09
0.3333333333333334,2.355014697828805e-08
0.3403508771929825,1.314472895287186e-07
0.3473684210526315,6.149405444115196e-07
0.3543859649122807,2.461210989511797e-06
0.3614035087719298,8.578884838103072e-06
0.3684210526315789,2.644886804790141e-05
0.3754385964912281,7.310508562287598e-05
0.3824561403508772,0.0001833103278802836
0.3894736842105263,0.0004213350389914331
0.3964912280701754,0.000895833025034878
0.4035087719298245,0.001776118683178364
0.4105263157894737,0.003307050002399423
0.4175438596491228,0.00581911965234881
0.4245614035087719,0.0097305340622779
0.4315789473684211,0.01553905260438411
0.4385964912280702,0.02380294491567732
0.4456140350877193,0.03511221662979683
0.4526315789473684,0.05005283572009457
0.4596491228070175,0.0691677416495219
0.4666666666666667,0.09291878172969291
0.4736842105263158,0.1216534110211566
0.4807017543859649,0.1555791638220203
0.487719298245614,0.1947477753647553
0.4947368421052631,0.2390496275719058
0.5017543859649123,0.2882180994562599
0.5087719298245614,0.3418425451977389
0.5157894736842106,0.3993880588168524
0.5228070175438596,0.4602199148374965
0.5298245614035088,0.5236305606856033
0.5368421052631578,0.588867218135094
0.5438596491228069,0.6551584606005111
0.5508771929824561,0.7217385076599051
0.5578947368421052,0.7878683660870993
0.5649122807017544,0.8528533098693363
0.5719298245614035,0.9160565058877571
0.5789473684210527,0.9769088447732273
0.5859649122807018,1.034915224871169
0.5929824561403508,1.089657664769202
0.6,1.140795694024124
0.607017543859649,1.188064502137031
0.6140350877192982,1.231271322514726
0.6210526315789473,1.270290500623902
0.6280701754385964,1.30505765213927
0.6350877192982456,1.335563264514781
0.6421052631578947,1.36184603947717
0.6491228070175439,1.383986218454805
0.656140350877193,1.40209908068072
0.6631578947368421,1.416328756393157
0.6701754385964912,1.426842456139729
0.6771929824561402,1.433825182005929
0.6842105263157894,1.437474957536824
0.6912280701754385,1.437998589816096
0.6982456140350877,1.435607959049453
0.7052631578947368,1.430516817422843
0.712280701754386,1.422938069298789
0.7192982456140351,1.413081498323778
0.7263157894736842,1.40115190314004
0.7333333333333334,1.387347601581929
0.7403508771929823,1.371859263015767
0.7473684210526315,1.354869029447779
0.7543859649122806,1.336549887840417
0.7614035087719297,1.317065258467614
0.7684210526315789,1.296568766884164
0.775438596491228,1.275204170011233
0.7824561403508772,1.25310540981757
0.7894736842105263,1.230396771006685
0.7964912280701755,1.207193121934562
0.8035087719298246,1.183600220632972
0.8105263157894735,1.159715070270577
0.8175438596491227,1.135626310631785
0.8245614035087718,1.111414634226189
0.831578947368421,1.087153217461394
0.8385964912280701,1.062908158926635
0.8456140350877193,1.038738918254981
0.8526315789473684,1.014698750271597
0.8596491228070176,0.9908351302093567
0.8666666666666667,0.9671901666962457
0.8736842105263156,0.9438010000068233
0.8807017543859648,0.9207001837370891
0.8877192982456139,0.8979160486225454
0.894736842105263,0.8754730476859117
0.9017543859649122,0.8533920822859836
0.9087719298245613,0.831690808953276
0.9157894736842105,0.8103839271513122
0.9228070175438596,0.7894834483033965
0.9298245614035088,0.7689989465813041
0.9368421052631579,0.7489377920713762
0.9438596491228068,0.7293053670210415
0.950877192982456,0.7101052659300384
0.9578947368421051,0.6913394802901695
0.9649122807017543,0.6730085687990903
0.9719298245614034,0.6551118138809249
0.9789473684210526,0.6376473653421186
0.9859649122807017,0.6206123719774371
0.9929824561403509,0.6040031019203674
1.0,0.5878150525061354
1.007017543859649,0.5720430503855544
1.014035087719298,0.5566813425951226
1.021052631578947,0.5417236792542177
1.028070175438596,0.5271633885246588
1.035087719298246,0.5129934444319595
1.042105263157895,0.4992065281118407
1.049122807017544,0.4857950830103567
1.056140350877193,0.4727513645316676
1.063157894736842,0.4600674845942795
1.070175438596491,0.4477354515246659
1.07719298245614,0.4357472056866704
1.084210526315789,0.4240946512160826
1.091228070175438,0.4127696842022922
1.098245614035088,0.4017642176330009
1.105263157894737,0.3910702033935657
1.112280701754386,0.3806796515896784
1.119298245614035,0.3705846474406832
1.126315789473684,0.3607773659708585
1.133333333333333,0.3512500847073916
1.140350877192982,0.3419951945764856
1.147368421052632,0.333005209172996
1.154385964912281,0.3242727725641337
1.16140350877193,0.315790665774026
1.168421052631579,0.3075518120832302
1.175438596491228,0.299549281265575
1.182456140350877,0.2917762928739162
1.189473684210526,0.284226218676452
1.196491228070175,0.2768925843361065
1.203508771929824,0.2697690704170984
1.210526315789473,0.2628495127951036
1.217543859649123,0.2561279025403636
1.224561403508772,0.2495983853366058
1.231578947368421,0.2432552604927317
1.23859649122807,0.2370929795987934
1.245614035087719,0.231106144872833
1.252631578947368,0.2252895072406271
1.259649122807017,0.2196379641862486
1.266666666666667,0.2141465574075886
1.273684210526316,0.2088104703075436
1.280701754385965,0.2036250253484441
1.287719298245614,0.1985856812944545
1.294736842105263,0.1936880303640736
1.301754385964912,0.1889277953125204
1.308771929824561,0.1843008264616389
1.31578947368421,0.17980309869302
1.32280701754386,0.1754307084182728
