T/Dd=0.25 Fn=0.1,T/Dd=0.25 Fn=0.15,T/Dd=0.25 Fn=0.2,T/Dd=0.25 Fn=0.25,T/Dd=0.25 Fn=0.3,T/Dd=0.25 Fn=0.35,T/Dd=0.25 Fn=0.4,T/Dd=0.25 Fn=0.45,T/Dd=0.33 Fn=0.1,T/Dd=0.33 Fn=0.15,T/Dd=0.33 Fn=0.2,T/Dd=0.33 Fn=0.25,T/Dd=0.33 Fn=0.3,T/Dd=0.33 Fn=0.35,T/Dd=0.33 Fn=0.4,T/Dd=0.33 Fn=0.45,T/Dd=0.5 Fn=0.1,T/Dd=0.5 Fn=0.15,T/Dd=0.5 Fn=0.2,T/Dd=0.5 Fn=0.25,T/Dd=0.5 Fn=0.3,T/Dd=0.5 Fn=0.35,T/Dd=0.5 Fn=0.4,T/Dd=0.5 Fn=0.45,T/Dd=0.67 Fn=0.1,T/Dd=0.67 Fn=0.15,T/Dd=0.67 Fn=0.2,T/Dd=0.67 Fn=0.25,T/Dd=0.67 Fn=0.3,T/Dd=0.67 Fn=0.35,T/Dd=0.67 Fn=0.4,T/Dd=0.67 Fn=0.45
2.76947843835936E-05,0.000279728479085666,0.00166070126147297,0.00185487810411241,0.00239268378821514,0.00177572924941273,0.00133142504907452,0.00129844674105874,5.34344896062657E-05,0.00023440748883891,0.00203771629135412,0.0025240338728738,0.00383527078623781,0.00265511475397797,0.00206306867225122,0.00208565517989145,0.000150909150618638,0.000431718147368063,0.00254919311355397,0.00370929928325286,0.00720385569503359,0.00455714775517635,0.0037477713087506,0.00402824594242445,0.000316949331811266,0.000926361199688271,0.00335550002676474,0.00493126843000318,0.0108778857791792,0.00652175847889369,0.00556872300223191,0.00632954572684095
0.000465980266655,0.000815140758941518,0.00141487353824667,0.00242780408103332,0.00230142342186502,0.00188691154456333,0.00139878208493048,0.00123918777933779,0.000749177708434916,0.00141748815494077,0.00261496932798062,0.00510271379408472,0.00509058883974419,0.00422215785740993,0.00304599347421704,0.00263301353841735,0.0019870587976284,0.00335392360000171,0.00592520863589412,0.015607809185339,0.0164226381714609,0.0144450071007324,0.0100319453735286,0.00822794226662129,0.00630913881001958,0.00730433412975877,0.00938383291679677,0.027239681815343,0.0278950438427573,0.026120681925701,0.0172174993462218,0.0135408581131708
0.000738610390119154,0.00593654296431348,0.00677349498985326,0.00541330743530572,0.00494559277386696,0.00321153249836048,0.002529539316797,0.00251131502062018,0.00190821125354854,0.0101571889586668,0.0116495319804555,0.0104395940740888,0.00931947949561586,0.00603596414523694,0.00482288206254917,0.00502644364466169,0.00208285247702177,0.0150828517749324,0.0199140163934122,0.0241390682075383,0.0192236537803023,0.0174119054386806,0.0109907666496327,0.0116537318212067,0.00075903008509823,0.0126378819151856,0.0228912634924926,0.0296901699595568,0.0259408145073361,0.0291335806854612,0.0163042569092793,0.0175110242045123
0.00253623618741229,0.004391659543021,0.00690267016405137,0.00669557094320123,0.00708463311448815,0.00465144696121988,0.00379895264060386,0.00404481286660777,0.00423374967537455,0.00766381613867807,0.0125065313763875,0.0120373819270647,0.0138306085910859,0.00917304556588821,0.00711323621447773,0.00764334799831979,0.00910942235620117,0.0179092727708695,0.030196362461709,0.0285642936334849,0.0391066451848471,0.0265265718207433,0.019151373328059,0.0207835409348996,0.0182659917156923,0.0312269330371037,0.0485135870273804,0.0497389802538836,0.0694769244646893,0.0475533802231131,0.0329046175346052,0.0374306591165225
8.86414702101622E-05,0.00066298527224312,0.00143051732428619,0.00107040925225816,0.000672238153897217,0.000411443929772558,0.000254596550571898,0.000174427522276382,0.000101732255605462,0.000694070705353981,0.0012524159095176,0.000957632143176466,0.000642264897969756,0.000390443382249583,0.000245836792738159,0.000190891559679572,0.00013615747199625,0.000737374823175692,0.00180901765944382,0.00184616261305367,0.0016838786302839,0.00107580302641628,0.000889358023199293,0.000934312811466126,0.00012613118676149,0.000594014518637615,0.00297575748489234,0.00559921750373701,0.00529986252804815,0.00420623022192566,0.00304656506171366,0.00355102301358158
0.0014724939089672,0.00321215058886646,0.00539315454425539,0.00659089600399761,0.00533076465559772,0.00402008177465958,0.00307138692760732,0.00298302186553154,0.00277772617798426,0.00514595067401526,0.00907078052009839,0.0117380385878575,0.00972721634002354,0.00724949701854968,0.00546966738956799,0.00549175867794362,0.0115322163986344,0.0146976263878419,0.0202706928088913,0.0291283516094487,0.0231306498855529,0.017843275206915,0.0128123785008854,0.0130706699000367,0.0180267707906222,0.0255874962350693,0.0344703257973871,0.0500827680006449,0.0384073120380853,0.0307027486134155,0.0206977706541311,0.0214977801799594
0.000529922995742073,0.00100614009026237,0.00193099906499999,0.00235219071945984,0.00186250980458294,0.00144616147693344,0.00109621192804344,0.00103528877017092,0.00100910881741267,0.00211025915464918,0.00497995912783787,0.00645340812354721,0.00540787552839466,0.00424182347956209,0.00306474517750718,0.00301230977786898,0.00243101581901346,0.00602927840325352,0.0175059590493952,0.0245104716882522,0.0234062097130724,0.0180323786295002,0.0124328224068089,0.0132447522704396,0.000192790268693456,0.00169127963345231,0.0183915703541656,0.0403524910305608,0.0415140154874431,0.0346800037760703,0.0221258206051798,0.0263690074261683
0.000756568181577442,0.00180434705688905,0.0083689096876563,0.0111846163382084,0.016883141834511,0.0118787978789165,0.00906998220687757,0.00937591287514331,0.00172131368780528,0.00525147761119797,0.0165165602109449,0.0218084057378456,0.0303156913806377,0.0217196984638122,0.0157643553188739,0.0162826019001836,0.00350692147438611,0.0159002887742805,0.0348087014280371,0.0517554184053731,0.0632937876711484,0.0524332449986494,0.0332365034746945,0.0337515000613679,0.00425436448032531,0.0170067064315556,0.0325375441263465,0.074186323164093,0.0759277169304856,0.0911181133803291,0.0498361790553248,0.0471232923417291
0.000102619247244782,0.000351888670579286,0.000932696134341386,0.00175289642520087,0.00125807609213467,0.0011100173607415,0.000696520084464915,0.000502205142663485,0.000471995449038503,0.00149564364563927,0.0038360745817115,0.00558500078928213,0.00460159785612853,0.00411785354708967,0.00264057898440987,0.00231011417666569,0.000858400345979897,0.00403828748922342,0.0180533699830216,0.0242746638682021,0.0269927595534262,0.0207543630265085,0.0131496217175493,0.0132471106197703,0.00109785250651446,0.00558896345787203,0.0275498011798331,0.0388231747559999,0.0530120799698905,0.0374962887852291,0.0236518317978336,0.0268769598277798
0.000228310437602084,0.000369954632246802,0.000304845174099395,0.000346452628995578,0.000256391649144417,0.000206500184513677,0.000193516745637023,0.000170546632193225,0.000433537413534549,0.000807849126041007,0.000666867176004492,0.000729126149469979,0.000535864016517647,0.000439392038649554,0.000389765351088438,0.000337769913153126,0.000819970937649713,0.00248625821450437,0.00219265179292451,0.0021545623989825,0.00153376095853061,0.00138184912575485,0.00108046530398696,0.000899054943488644,0.00189296646115559,0.00408066181837506,0.00415793910335759,0.00394497869098298,0.00278209589102015,0.0027956127977755,0.0020021557663423,0.00162921282298684
