T/Dd=0.25 Fn=0.1,T/Dd=0.25 Fn=0.15,T/Dd=0.25 Fn=0.2,T/Dd=0.25 Fn=0.25,T/Dd=0.25 Fn=0.3,T/Dd=0.25 Fn=0.35,T/Dd=0.25 Fn=0.4,T/Dd=0.25 Fn=0.45,T/Dd=0.33 Fn=0.1,T/Dd=0.33 Fn=0.15,T/Dd=0.33 Fn=0.2,T/Dd=0.33 Fn=0.25,T/Dd=0.33 Fn=0.3,T/Dd=0.33 Fn=0.35,T/Dd=0.33 Fn=0.4,T/Dd=0.33 Fn=0.45,T/Dd=0.5 Fn=0.1,T/Dd=0.5 Fn=0.15,T/Dd=0.5 Fn=0.2,T/Dd=0.5 Fn=0.25,T/Dd=0.5 Fn=0.3,T/Dd=0.5 Fn=0.35,T/Dd=0.5 Fn=0.4,T/Dd=0.5 Fn=0.45,T/Dd=0.67 Fn=0.1,T/Dd=0.67 Fn=0.15,T/Dd=0.67 Fn=0.2,T/Dd=0.67 Fn=0.25,T/Dd=0.67 Fn=0.3,T/Dd=0.67 Fn=0.35,T/Dd=0.67 Fn=0.4,T/Dd=0.67 Fn=0.45
0.00429681171781882,0.00687750914338615,0.00798237021739847,0.00891399231110363,0.0114302909018635,0.00797100214296144,0.0065204265584333,0.00718133191901439,0.00401938511836017,0.00730933013956629,0.00938666311916707,0.0110628198545763,0.0160728534494804,0.0110323711195954,0.00892089336531786,0.010267752824902,0.00476611996671764,0.00808368148566807,0.0111582978351186,0.0147146041536414,0.0248142219537346,0.0168434136085738,0.0131711982757936,0.0162898520239776,0.00948141342520722,0.0110015440365353,0.0133357976744253,0.0179427976254648,0.0310409766842787,0.0211532749525587,0.0158980497574751,0.0208765899923233
0.0152246377918077,0.0138549178800485,0.0184949619404746,0.0208995111815601,0.0177188153196778,0.0130215891194859,0.0100392767011678,0.00969196663906665,0.0212088447900737,0.0196080848856734,0.0240430987789359,0.0310232814643597,0.0257243434164993,0.0199844551798319,0.0145102242623527,0.0141287780039448,0.0212720715036405,0.0286309422672528,0.0332736873953468,0.0558617387267849,0.0425033976125504,0.0385383645146857,0.0247646750492629,0.0237596270297761,0.0178900715369445,0.034886579627251,0.0422261407791077,0.0737709335159006,0.05209283127033,0.0538795489010355,0.031149804287112,0.0294333105725215
0.00141281432767196,0.00240302584836533,0.0047096300419215,0.0079074099361539,0.00566274456486002,0.00547568095465722,0.00363675328335244,0.00314088499331335,0.00161534464708685,0.00351645831424436,0.00822665787947726,0.0123808100122179,0.00911860446892482,0.00835311458245262,0.00532364492828606,0.00472910284375888,0.00195654594371917,0.00447168016810383,0.0127072582054914,0.0192251653112776,0.0158906337416701,0.0136413935088351,0.00831255702661484,0.00793502776715374,0.00236113817371132,0.00503729965542067,0.0138205454443619,0.0228120064365015,0.0206253962166312,0.0173099501076757,0.010222395124409,0.010458914616823
0.000171905517213073,0.00143939299776414,0.0039891003822701,0.0063216490055165,0.00384123027455221,0.00329437515196188,0.00303968086231294,0.0028030411590767,0.000144968229412064,0.000744045505858194,0.00443639443652366,0.00798182347955505,0.0052997478071171,0.0043578554863413,0.00403320984455552,0.00398540423174913,0.000202882983825103,0.000487498804005831,0.00353131885212724,0.00654343139427913,0.00962403961025178,0.00643400349898209,0.00585795065028021,0.00689796742759054,0.000136983086694884,0.000757412663104072,0.00319033514122465,0.00675474882215729,0.0151317849010312,0.00957154797161439,0.00847307605912614,0.0108888072395713
0.00108283531521421,0.00219411979510139,0.00329616987514285,0.00588709191702864,0.0100697547339135,0.00707331572853893,0.00785034924356598,0.0111951136203934,0.0014958665436055,0.0031278853681872,0.00495213224191653,0.00645946193143242,0.0169173755539773,0.0106714612783119,0.0122957439018334,0.0177631977440963,0.00920123534309479,0.00693265641699211,0.00766616156955052,0.0109813858675387,0.0308560745210933,0.0183524230050013,0.0198465393592769,0.0295426144590783,0.0121705749726032,0.0133908202108823,0.013527751185204,0.0184191270334486,0.0399579725431258,0.0241328797178433,0.0244033984163001,0.0375902281885422
0.00228594930481948,0.00473188427186102,0.00951534895754375,0.0115445168842621,0.0203432289861869,0.0125148052246533,0.0102942133338936,0.0119750866197021,0.00236416930603488,0.00518492984026736,0.0100578401717936,0.0127209204172119,0.0267944147929261,0.0153756388673234,0.0137336856506306,0.0173252138148391,0.000417569262566952,0.00215660018383237,0.00694187465443287,0.0126708220115635,0.0341309546936346,0.0181103083214016,0.0191480936571893,0.0285852257062871,0.00357010360253241,0.00408414617448471,0.00746652611251534,0.0164360160297042,0.0385480669322258,0.0210610336509376,0.0235783310776546,0.0395380499683527
4.73431318100465E-05,0.000434252430310788,0.0012236626931904,0.00148254532332966,0.00190183902851933,0.00143328012799685,0.00101124804407582,0.0010802081499337,5.11517872419478E-05,0.000346807047651979,0.00170805486836649,0.00220567897704889,0.00339430807176521,0.00231551607073273,0.00173101627540805,0.00193531712282069,0.00105296866469382,0.00138948979151708,0.00334531655527805,0.00549862132672165,0.00749690826710614,0.00548221168242243,0.00384824279553744,0.00448974675002009,0.00485370043399002,0.00593702398041569,0.0073860331512411,0.0124378486739008,0.0137250732582082,0.0115952043736733,0.00719395682469166,0.00842482547151767
0.000658520588532349,0.00128185153252222,0.00298448107019317,0.00348815409263106,0.0032902590050222,0.00259070399880724,0.00190477448185474,0.00181371306041501,0.00126942098331022,0.00240555916034277,0.00587649176331093,0.00718202379617791,0.00614672188536184,0.00494011886136359,0.00357441398813219,0.0033248168501759,0.00430515660668118,0.00864982802409206,0.0212801739861974,0.0293869947637237,0.0214505505490083,0.0177902130937196,0.012265885391484,0.0104593654516398,0.00177820628051157,0.00982434741065881,0.0278279485514024,0.0571553155767001,0.0385649367854716,0.0354417783039073,0.0221580374340154,0.0177220598991962
0.00481515948142221,0.0140902158002385,0.0132468024608275,0.0130904141309008,0.00988594796995693,0.00717950087535526,0.00554044071939543,0.00530332876837977,0.00452499527842576,0.0156379793629632,0.0169218397270425,0.0192762365800201,0.0142770659225055,0.0111553030920421,0.00806801194628051,0.00789769617234382,0.00504484773311475,0.0163330062088118,0.0220746190740924,0.0314088290105564,0.022837600101638,0.0209302167876023,0.0136229469533827,0.0138096785951383,0.00632591090734077,0.0169102713658758,0.0243286289055766,0.0396564570380601,0.0287118524250009,0.0311848711562949,0.0186840694694759,0.0191246851422747
0.00213465975955875,0.00439935779637933,0.00614511192808573,0.00696120755901642,0.0101858523957043,0.0068686746828538,0.005200923174479,0.00548950961412273,0.00222067671664292,0.00464880854580935,0.00660799268072426,0.00771203019956173,0.0139627461685299,0.00889266888300937,0.00704855840918109,0.00798800599047871,0.00254905549512777,0.00291847062310371,0.00645577631173588,0.00774765027318749,0.0210121990598473,0.0116549639583627,0.0112255130447141,0.0140805608582854,0.00452036518461083,0.00514959445895835,0.00595113492505271,0.00907143632827778,0.027294901396973,0.0153974034442215,0.0151892681429268,0.0205845699614405
